Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,regulation of transcription by RNA polymerase II (GO:0006357),488/2206,4.1413938027132976e-08,2.1566674268299645e-05,0,0,1.3532689754209797,23.00509669896788,RB1;ATF2;ZNF175;MAML2;ENO1;RBPJ;GABPB1;BACH1;DCAF6;ELK4;TBK1;ZXDB;CREB3L2;BBX;SUPT20H;ZNF17;DDX17;MEF2A;ZNF287;ZNF18;ZNF283;ZNF281;RFX3;ZNF12;SOX12;HCFC2;MED4;MED6;HCFC1;WDR77;MED7;RFX7;RFX4;RFX5;ZSCAN23;ATF7;PRKD1;ATF6;CLOCK;ZNF396;ZNF275;URI1;ZNF395;HOXD1;MYNN;NEDD4L;ZNF22;BAZ2B;ZNF24;ZNF25;HIF1A;MYO6;ZBTB7B;ZNF148;ZBTB7A;ZNF268;ZNF267;CREBBP;ZNF384;ZNF142;FZD5;ZNF140;NR2F1;PBX3;LARP7;ZNF32;NR1D2;NR1D1;ZNF35;TADA2B;MLLT10;AGO3;HBP1;CDK13;ZNF134;ZNF254;ZNF493;ZNF250;BHLHE41;TFCP2L1;HIF3A;EFCAB7;GLI1;PHF6;MED17;MED12;MED14;NIPBL;MED13;HEY1;NKRF;MED10;ELOA;ZNF248;CIC;BRD3;SS18;TCF12;TET2;PAX6;BAZ1A;SIRT7;SIRT1;POU5F2;PHF20L1;ZEB1;PAX7;MED21;MTF2;RARA;RARB;ZNF599;ZNF595;RNASEL;ZNF471;TMF1;ZNF518A;EGFR;BCLAF1;PLAGL1;STAT6;ZNF227;ZNF226;ZNF467;TAF9B;BRD7;MEF2D;ZNF462;WWOX;ZNF583;CDKN2B;ZNF582;CDKN2A;PCGF5;USP9X;ELP2;ELP3;GTF2H1;ZNF33A;NFIA;ZNF74;ZNF219;ZNF217;ZNF334;FRK;ZNF211;ZNF451;ZNF692;ZNF571;CCNT2;UBE2D3;ZBTB26;ZBTB21;UBP1;UBE2D1;ZBTB20;RORA;YEATS4;YY1;SALL1;YY2;DACH1;ZFP30;ZNF208;CIR1;ZNF568;KMT5A;ZNF446;ZNF684;MEN1;PIAS3;ZNF561;ZNF681;ZBTB37;ZBTB34;MITF;PIAS2;PIAS1;SAP30;MAF;DMTF1;KAT6A;ZNF438;ZNF317;ZNF558;PHIP;ZNF677;ZNF555;ZNF432;ZNF672;ENY2;TNKS;KMT2C;CREM;GLIS3;FOXO3;FOXO1;PHF21A;NPAS3;GLIS2;TTC21B;NACC2;ZKSCAN8;TPR;NACC1;DVL2;ZNF548;DVL3;ZNF304;ZNF787;SKIL;MAP2K5;ZNF783;ZNF662;ESRRA;ZBTB17;ZBTB14;WFS1;ZBTB10;GLMP;NFKB1;HOPX;BCL9;CDK8;COPS5;LHX2;CDK4;SP4;CNOT2;SP3;TADA3;ZNF658;TADA1;MDM4;ZNF776;ZNF655;MNAT1;ZNF654;OGT;ZNF652;ZNF772;NFE2L2;ZNF771;ZNF770;RNF10;CALCOCO1;RNF14;PTEN;CDC73;VPS72;ZNF407;ZNF768;ZNF521;ZNF883;NCK1;ACTR3;EMX2;PPP1R12A;CHUK;ATRX;VEZF1;PPM1A;IMPACT;ZNF639;TRAF6;LCOR;ITGA6;LCORL;ZNF510;NFAT5;SMARCD1;HDAC2;NUFIP1;PLAG1;SRF;CEBPG;MLLT6;ZNF629;ZNF507;ZNF746;ZNF625;ZNF624;E2F3;E2F5;E2F7;SMARCE1;SPAG8;PRRX1;CNBP;CDC5L;TBX6;KLF3;ZNF615;KLF9;ZNF614;CEBPZ;ZNF853;ZNF852;PPIL4;PFKM;TRIM33;CCDC62;CCNK;IKZF2;IKZF5;TIAL1;RPS6KA3;RPS6KA5;EDNRB;SOX1;ZNF728;ZNF726;DPF2;EPC1;KAT8;EPC2;KAT7;SOX5;ZFP1;ZFP2;EBF1;THAP1;THAP5;ZNF717;ZFPM2;DHX9;TSHZ1;CTR9;ARX;ZBTB1;PIK3R1;MED12L;MIER3;DHX36;MIER1;HIVEP1;HIVEP2;FADD;ZBED3;SS18L1;SMARCA5;SMARCA2;ZBTB6;FUBP3;CREBRF;RBAK;RCOR3;SUV39H2;CSRNP2;TENM2;CD40;NKAP;HNF4G;RSF1;MEOX2;AATF;N4BP2L2;PPP3CB;GABPA;AASS;HTATIP2;NCOA1;NCOA2;ATMIN;PARP1;NCOA5;TFE3;ZHX1;ZFX;SUPT3H;SLTM;ZNF780B;ZNF780A;TLR3;RHOQ;YAP1;PRKN;ZNF8;RELA;MNT;HSF2;HSF5;ZNF585B;HDX;ZNF585A;PURG;IL33;NFYA;NFYB;GRHL1;PER2;NR6A1;TCEA1;F2RL1;HDGF;ZNF354C;ZFP28;KDM1A;CD81;PRDM6;PRDM5;ARID4A;ARID4B;NR3C1;CARF;EP300;SLC30A9;HGF;ZNF99;POU3F1;POU3F2;POU3F3;TBL1XR1;PPID;HOMEZ;RPRD1A;BCL9L;SMAD2;SMAD4;UBE2I;CBX5;HMGA2;SUPT5H;SMAD5;DLG1;MRGBP;BHLHE40;RFXAP;PHF14;BMPR1B;BRWD1;BRWD3;MXD4;CREBZF;THRB;DDX3X;THRA;NR2E1;YBX1;CHD2;MYSM1;DBP;SIX4;SIX5;TRPS1;MYBL1;TGIF1;RBM14;KLF13;EED;CKAP2;ABHD14B;ETV1;PEX2;ARID1B;KLF15;SENP1;ELF1;SFPQ;CREB1;CRY1;CAMK2D;HLF;ATF6B;DBX2;MOSPD1;WIZ;NR2C2;RNF2;ATAD2B;MXI1;NRIP1;ZNF189;KDM4C;ZNF181;ZNF180;DEK;USF2;ACVR2B;MEIS2;ACVR2A;REST;BRMS1L;TAF7;PAXBP1;SSBP2;LPIN2;TAF3
GO_Biological_Process_2021,protein polyubiquitination (GO:0000209),95/314,4.9692797853224995e-08,2.1566674268299645e-05,0,0,2.0201149425287355,33.9730928051968,ANKRD39;UBE3D;RNF14;UBE2D3;UBE2D1;UBE3A;FBXO21;NPEPPS;CDC23;UBE2Q2;CDC27;FBXO4;PSMD1;TRIM69;BTRC;SKP2;FBXO7;FBXO9;SHPRH;WSB1;NHLRC3;ANAPC7;FBXW11;UBE2E3;AKTIP;RC3H1;FBXO15;MUL1;UBE2E2;FBXO11;TOPORS;KLHL42;RNF41;RNF144B;PSMA1;PSMA2;PSME3;TRAF6;PSME4;PELI1;RBCK1;UBE2V1;THOP1;ANAPC1;BIRC2;PRKN;PSMD11;PSMD14;PSMD13;TNKS;CUL3;NEDD4L;UBR2;RNF6;UBE2J2;ANAPC10;UBE2J1;PSMB7;HECTD1;RMND5A;HECTD2;TNKS2;RNF217;UBR5;RBBP6;LONRF1;SASH1;UBE2H;HACE1;ANKIB1;UBE2B;SMURF1;FBXO38;AMFR;SIAH1;HUWE1;FBXL17;WWP1;LNPEP;UBE2G1;UBE2A;FBXO30;PSMC6;PSMC2;RLIM;BCL2;TPP2;FBXL3;TRIP12;FBXL5;FBXL4;UBE2K;TRIM32;DZIP3;FBXL7
GO_Biological_Process_2021,proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),96/321,7.842657327708191e-08,3.1418891817464816e-05,0,0,1.9867778097154356,32.505876426891945,RB1;UBXN2B;UBE3D;FAF1;UBE2D3;LTN1;UBE2D1;TRIM9;CDC23;MAEA;CDC27;FBXO4;PSMD1;BTRC;SKP2;UBXN4;FBXO9;NHLRC3;ANAPC7;FBXW11;DNAJB12;YOD1;ARMC8;SIRT1;KCTD5;TOPORS;KLHL42;DDB1;PSMA1;KCTD10;PSMA2;TBL1XR1;PSME3;PSME4;KCTD13;PELI1;PLAA;SPOPL;RBCK1;MAN1B1;CLOCK;FAM8A1;ANAPC1;BIRC2;PRKN;PSMD11;CUL5;PSMD14;PSMD13;CUL3;CUL2;SEL1L;DERL1;NEDD4L;DERL2;UBR3;UBR2;UBE2J2;ANAPC10;UBE2J1;PSMB7;RMND5A;OS9;HECTD3;TMEM67;UBQLN1;DCAF11;HACE1;CRBN;UBE2B;SMURF1;WFS1;EDEM1;FBXO38;AMFR;SIAH1;ERLIN1;HUWE1;FBXL17;WWP1;UBE2G1;ERLIN2;UBE2A;TMUB2;PSMC6;JKAMP;PSMC2;DNAJC10;FBXL3;STT3B;FBXL5;FBXL4;UBE2K;FBXL7;NFE2L2;CUL4B
GO_Biological_Process_2021,protein modification by small protein conjugation (GO:0032446),116/409,9.183913394829519e-08,3.4164157828765804e-05,0,0,1.8464094754052096,29.917792482427235,ZNF451;UBE2D3;FBXO25;UBE2D1;KEAP1;CDC23;KIAA1586;CDC27;FBXO4;TRIM24;BTRC;FBXO7;FBXO9;ATG3;PIAS3;RNF43;ANAPC7;FBXW11;UBE2E3;NSMCE2;ATG10;MUL1;FBXO11;PIAS2;PIAS1;RNF41;KCTD10;KCTD13;CBLL1;CUL7;SEH1L;CUL5;DCUN1D5;UBA6;CUL3;DCUN1D3;UBA5;CUL2;CTR9;DCUN1D4;DCUN1D1;NEDD4L;UBR3;UBR2;KLHL13;UBE2J2;HIF1A;TPR;HLTF;UBE2H;HACE1;UBE2I;UBE2B;SMURF1;NUP153;KLHL24;UBE2A;CNOT4;MKRN2;UBA3;FBXL3;FBXL5;UBE2K;RAD18;FBXL7;NFE2L2;RNF14;SUMO4;HIF3A;CDC73;IFIH1;UBE2Q2;TRIM69;SHPRH;MSL2;PEX2;SIRT1;TOPORS;DDB1;NUP50;WAC;BIRC6;NUP54;PDZRN3;NUP58;PRKN;DERL1;RNF6;CBL;ZNRF3;CAND1;RNF139;OS9;RNF138;RAE1;CRBN;USP9X;AMFR;FBXL17;HUWE1;WWP1;KLHL2;PEX10;UBE2G1;MIB1;KLHL9;KLHL7;KLHL8;OTULIN;RLIM;NUP35;TRIM32;TRIM33;CUL4B;ASB1;NUP37
GO_Biological_Process_2021,ubiquitin-dependent protein catabolic process (GO:0006511),103/354,1.2230573664165666e-07,4.246455176198318e-05,0,0,1.9116185029467383,30.42673830172357,UBXN2B;UBE3D;UBE2D3;KEAP1;UBE2D1;FBXO21;CDC23;MAEA;CDC27;PSMD1;BTRC;FBXO8;SKP2;FBXO7;RNF43;NHLRC3;ANAPC7;FBXW11;RC3H1;ARMC8;FBXO11;KCTD5;KCTD6;KLHL42;KCTD10;TBL1XR1;PSME3;PSME4;KCTD13;PLAA;RBCK1;CLOCK;ANAPC1;PSMD11;TSG101;PSMD14;PSMD13;UBA6;CUL3;NEDD4L;UBR3;ANAPC10;RNF217;UBE2H;HACE1;UBE2I;UBE2B;SMURF1;SIAH1;UBE2A;CNOT4;COPS3;FBXL4;UBE2K;FBXL7;NFE2L2;RNF13;RNF14;FAF1;USP33;OTUD7A;TRIM9;RNF150;VPS37A;SIRT1;TOPORS;DDB1;RNF144B;PSMA1;PSMA2;PELI1;SPOPL;BIRC6;BIRC2;PRKN;VPS4B;RNF6;CBL;PSMB7;RMND5A;ZNRF3;OS9;HECTD3;UBQLN1;RBBP6;DCAF11;ATE1;ANKIB1;CRBN;USP9X;AMFR;HUWE1;FBXL17;WWP1;UBE2G1;MIB1;PSMC6;UBQLNL;KLHL8;PSMC2;RLIM;TRIP12;TRIM32
GO_Biological_Process_2021,positive regulation of transcription by RNA polymerase II (GO:0045944),222/908,2.1859223975443602e-07,7.115177404006891e-05,0,0,1.519051299954177,23.296258478908165,ATF2;CCNK;ZNF175;MAML2;RBPJ;GABPB1;DCAF6;ELK4;RPS6KA3;TBK1;RPS6KA5;SOX1;DPF2;EPC1;KAT8;KAT7;MEF2A;DDX17;RFX3;SOX12;MED4;MED6;HCFC1;RFX4;RFX5;PRKD1;ZFPM2;ATF6;CLOCK;ZNF395;PAXIP1;DHX9;MEPCE;PIK3R1;ZNF24;HIF1A;MYO6;DHX36;HIVEP1;FADD;ZNF268;ZBED3;CREBBP;FZD5;SS18L1;NR2F1;SMARCA5;LARP7;NR1D2;NR1D1;SMARCA2;MLLT10;FUBP3;CREBRF;CDK13;CD40;CSRNP2;HNF4G;RSF1;EFCAB7;AATF;GLI1;MEOX2;MED17;MED12;MED14;PPP3CB;MED13;HEY1;NKRF;MED10;GABPA;HTATIP2;NCOA1;SS18;NCOA2;ATMIN;PARP1;TCF12;TFE3;TET2;PAX6;SIRT7;SIRT1;MED21;MTF2;RARA;RARB;RHOQ;TLR3;PRKN;YAP1;RNASEL;TMF1;EGFR;RELA;BCLAF1;PLAGL1;HSF2;STAT6;MEF2D;ZNF462;IL33;WWOX;CDKN2B;PCGF5;NFYB;GRHL1;NFIA;TCEA1;F2RL1;ZNF451;CCNT2;KDM1A;CD81;UBP1;RORA;YEATS4;NR3C1;YY1;YY2;SALL1;EP300;MEN1;SLC30A9;HGF;MITF;POU3F2;TBL1XR1;KAT6A;PHIP;TNKS;KMT2C;GLIS3;FOXO3;FOXO1;GLIS2;DVL2;DVL3;ZNF304;MAP2K5;BCL9L;ESRRA;SMAD2;ZBTB17;SMAD4;HMGA2;GLMP;SUPT5H;SMAD5;NFKB1;BCL9;CDK8;COPS5;SP3;RFXAP;BMPR1B;OGT;NFE2L2;RNF10;CALCOCO1;DDX3X;THRB;THRA;YBX1;MYSM1;CDC73;DBP;ZNF407;MYBL1;NCK1;ACTR3;RBM14;PPP1R12A;CHUK;ATRX;CKAP2;ABHD14B;VEZF1;ETV1;KLF15;SENP1;ELF1;SFPQ;CREB1;ZNF639;TRAF6;ITGA6;NFAT5;SMARCD1;HDAC2;NUFIP1;HLF;ATF6B;PLAG1;SRF;CEBPG;MOSPD1;NR2C2;MLLT6;ATAD2B;ZNF507;NRIP1;ZNF746;E2F3;E2F5;E2F7;SPAG8;CNBP;CDC5L;USF2;MEIS2;ACVR2A;APLN;REST;TAF7;CEBPZ;PAXBP1;SSBP2;PFKM;LPIN2;CCDC62
GO_Biological_Process_2021,protein deubiquitination (GO:0016579),81/267,4.134677762820269e-07,0.0001266670693456939,0,0,2.023990435216131,29.750000389764203,OTUD4;WDR48;USP38;USP33;USP34;OTUD7A;PTEN;CCP110;KEAP1;UBE2D1;MYSM1;IFIH1;YY1;BABAM2;OTUD6B;PSMD1;EP300;USP30;SKP2;MAP3K7;USP46;USP8;USP47;DESI2;USP3;ACTR5;YOD1;ACTR8;RHOA;SUPT3H;UCHL5;TGFBR1;HCFC1;PSMA1;PSMA2;PSME3;TRAF6;PSME4;USP40;STAMBP;STAM2;BIRC2;BIRC3;PRKN;USP14;ENY2;USP15;INO80D;PSMD11;PSMD14;MINDY2;PSMD13;USP12;SPATA2;BRCC3;HIF1A;PSMB7;RHOT1;ATXN7;USP1;USP51;TAF9B;SMAD2;USP24;IL33;USP25;MBD5;SMAD4;USP9X;STAM;TADA2B;CYLD;PSMC6;COPS5;APC;OTULIN;PSMC2;TADA3;MDM4;EIF3F;OGT
GO_Biological_Process_2021,protein modification by small protein removal (GO:0070646),83/276,4.4926128606319246e-07,0.00012998626543428364,0,0,1.99902664268884,29.21709611849938,OTUD4;USPL1;WDR48;USP38;USP33;USP34;OTUD7A;PTEN;CCP110;KEAP1;UBE2D1;MYSM1;IFIH1;YY1;SENP6;BABAM2;SENP7;OTUD6B;PSMD1;EP300;USP30;SKP2;MAP3K7;USP46;USP8;USP47;DESI2;USP3;ACTR5;YOD1;ACTR8;SENP2;RHOA;UCHL5;TGFBR1;HCFC1;SENP1;PSMA1;PSMA2;PSME3;TRAF6;PSME4;USP40;STAMBP;STAM2;BIRC2;BIRC3;PRKN;USP14;USP15;INO80D;PSMD11;PSMD14;PSMD13;USP12;BRCC3;HIF1A;PSMB7;RHOT1;ATXN7;USP1;USP51;TAF9B;SMAD2;USP24;IL33;USP25;MBD5;SMAD4;TOR1A;USP9X;STAM;TADA2B;CYLD;COPS3;PSMC6;COPS5;APC;PSMC2;TADA3;MDM4;EIF3F;OGT
GO_Biological_Process_2021,cilium assembly (GO:0060271),91/314,7.849243512732147e-07,0.00021515189586478436,0,0,1.8976976106017,26.67722288413995,CEP57;SPAG16;C2CD3;GORAB;CCP110;FNBP1L;CCDC28B;CDC14A;RPGR;ACTR1A;TBC1D32;TMEM107;BBS9;NEK1;CEP97;KIFAP3;IFT57;TNPO1;CEP290;BBS4;RAB8A;RAB8B;CFAP44;ACTR3;IQCB1;MKKS;EXOC8;RFX3;OCRL;RPGRIP1L;HAUS5;KIF27;LZTFL1;HAUS2;RP2;EXOC4;WDPCP;EXOC6;CEP63;EXOC5;MAPRE1;IFT46;SSX2IP;EXOC2;EXOC1;UNC119B;RAB1A;INTU;FAM149B1;ARL6;ARL3;SPATA6;TTBK2;DYNC2LI1;IFT74;ARL13B;STK36;TMEM67;TTC21B;RAB23;CEP70;NPHP1;CEP72;NPHP3;ATP6V1D;PIBF1;CFAP20;CLASP1;CEP78;BBS2;CEP152;DCDC2;RABL2B;PARVA;BBIP1;WDR11;TMEM231;IFT20;EHD2;NEDD1;TTC8;VANGL2;TMEM237;ALMS1;MKS1;CEP83;HYLS1;TRIP11;DYNLRB2;CEP41;DZIP1
GO_Biological_Process_2021,proteasomal protein catabolic process (GO:0010498),65/205,1.0323542326604115e-06,0.0002688250421847711,0,0,2.1541005291005293,29.691408041984435,UBXN2B;UBE3D;FAF1;CCDC47;UBE2D3;TRIM9;MAEA;PSMD1;BTRC;SKP2;NHLRC3;FBXW11;DNAJB12;ARMC8;SIRT1;KCTD5;TOPORS;KLHL42;RNF41;DDB1;PSMA1;KCTD10;PSMA2;TBL1XR1;PSME3;PSME4;KCTD13;PELI1;PLAA;SPOPL;RBCK1;CLOCK;BIRC2;PRKN;PSMD11;PSMD14;PSMD13;CUL3;SEL1L;DERL1;NEDD4L;PSMB7;RMND5A;RNF139;HECTD3;SOCS6;DCAF11;ATE1;HACE1;CRBN;UBE2B;SMURF1;RHBDD1;SIAH1;HUWE1;FBXL17;WWP1;UBE2G1;NR1D1;UBE2A;PSMC6;PSMC2;UBE2K;NFE2L2;CUL4B
GO_Biological_Process_2021,protein phosphorylation (GO:0006468),131/496,1.1177833876202002e-06,0.0002726243144991529,0,0,1.6736353077816493,22.935770979885984,TP53RK;NRBP2;RPS6KA3;PPP4R1;TBK1;EFEMP1;SLK;RPS6KA5;AKT3;NEK1;PRKACB;MAP3K7;MAP3K5;CDKL3;CSNK1G3;EPHA4;PRKCI;MAP2K1;CSNK2A1;CSNK2A2;DYRK1A;DYRK1B;ADAM10;PRKAB1;MAPKAPK3;SIK3;PRKD1;TNIK;SIK2;TRIB2;CDKL1;TNKS;PIK3R4;NLK;STK4;TTBK2;STK33;GRK3;PRDX4;STK36;GRK7;GRK6;MAP3K20;STK38L;MARK1;CDK17;SMAD2;NEK4;NEK7;EIF2AK3;BRAF;EIF2AK4;CDK8;TBCK;FER;CDK4;WNK1;WNK3;CDK13;BMPR1B;CDK14;MAP3K12;DDR1;GSK3B;SMG1;DYRK3;DYRK2;MAST4;LRRK2;PPP3CB;EEF2K;TLK2;TLK1;RIOK2;ERC1;JAK2;PRKG1;JAK1;HTATIP2;CHUK;PDPK1;TGFBR1;CREB1;LATS2;PEAK1;RARA;BMP2K;FAM20B;CRY1;BIRC6;SGK3;TOP1;TLR3;DDR2;RNASEL;PRKAA1;CAMK2D;USP15;PRKAA2;ROCK1;CAB39;ROCK2;SRC;PRKX;EGFR;MAPK8;ACVR1C;ERBB4;MAPK1;RICTOR;CSK;MAP4K5;MAPK6;PAK2;MAP4K3;MAP3K1;CSNK1A1;RYK;GTF2H1;CDC42BPA;ACVR2B;ACVR2A;MAPK10;TAOK1;CAMK4;STK17B;ABI1;TAOK2;PKN2;FRK;NEK11
GO_Biological_Process_2021,negative regulation of cellular macromolecule biosynthetic process (GO:2000113),142/547,1.1516388093282189e-06,0.0002726243144991529,0,0,1.6361459041330872,22.37319015077116,RB1;KDM1A;FMR1;NAB1;GMNN;PRDM5;ZBTB21;ARID4A;ENO1;RBPJ;NR3C1;PAIP2B;DACH1;SALL1;RPS6KA5;SCMH1;MAEL;DPF2;EPC1;KAT8;CIR1;ZNF568;KAT7;KMT5A;BTRC;MEN1;NANOS1;RBFOX2;FBXW11;ZNF281;RFX3;ZNF12;POU3F3;DKK3;PSPC1;KAT6A;ZFPM2;CLOCK;KHDRBS1;L3MBTL3;ZNF24;MRPL13;GIGYF2;FOXO1;GLIS2;FXR1;ZNF706;NACC2;NACC1;DHX36;ZNF703;ZNF148;ZBTB7A;SMAD2;SMAD4;CBX5;UBE2I;ZBTB14;XRCC5;NONO;PCIF1;EIF2AK3;HMGA2;NR1D2;NR1D1;PHC3;SMARCA2;WAPL;DAP;GCLC;TNFSF4;CAPRIN1;BCL3;SP3;BHLHE40;ZNF658;CNOT8;RBAK;RCOR3;LSM14A;CREBZF;ZNF253;SUV39H2;GSK3B;DDX3X;THRA;BHLHE41;NKAP;SUMO4;RSF1;PTPRK;YBX1;SYNCRIP;NIPBL;SCML1;HEY1;SIX4;NKRF;CHMP1A;CIC;YAF2;USP47;RBM15;EED;TERF1;SIRT1;ZHX1;GCFC2;SFPQ;ZEB1;ZNF639;TRAF6;RARA;CRY1;PLCB1;ZMYND11;HDAC2;PBXIP1;MALSU1;RELA;BCLAF1;RIDA;RNF139;BAHD1;RPS3;ZNF746;BRD7;RUNX1T1;SMARCE1;ATF7IP;CDKN2A;MBD1;WWP1;PER2;REST;ZNF219;RLIM;PDCD4;ZNF217;TAF7;MPHOSPH8;TRIM33
GO_Biological_Process_2021,cilium organization (GO:0044782),70/228,1.522729446308948e-06,0.0003447989111468261,0,0,2.056176529009192,27.542497241418214,ROPN1B;SPAG16;CCP110;FNBP1L;TTC29;CCDC28B;CDC14A;RPGR;TMEM107;BBS9;NEK1;KIFAP3;CEP290;BBS4;RAB8A;RAB8B;CFAP44;ACTR3;IQCB1;MKKS;EXOC8;RFX3;OCRL;KIF27;LZTFL1;ARMC2;RP2;EXOC4;WDPCP;EXOC6;EXOC5;FAM161B;IFT46;SSX2IP;EXOC2;EXOC1;UNC119B;RAB1A;INTU;FAM149B1;ARL6;ARL3;TTBK2;IFT74;ARL13B;STK36;TMEM67;RAB23;NPHP3;ATP6V1D;PIBF1;CFAP20;CEP78;BBS2;DCDC2;RABL2B;PARVA;BBIP1;WDR11;TMEM231;TTC17;IFT20;EHD2;TTC8;TMEM237;MKS1;CEP83;HYLS1;CEP41;DZIP1
GO_Biological_Process_2021,macroautophagy (GO:0016236),43/120,2.0525372294926184e-06,0.0004454005787998982,0,0,2.584768572311041,33.85125064338003,PRKN;PRKAA1;MTMR3;TSG101;PRKAA2;TOMM40;STX17;SRC;VPS4B;PIK3R4;TMEM74;RB1CC1;LAMP2;MFN1;UBQLN1;VPS36;VPS39;ATG5;TOMM70;ATG3;UVRAG;PRKAB2;ACBD5;CSNK2A1;VPS33A;VTA1;CSNK2A2;LIX1L;ATG10;YOD1;VPS37A;STAM;PRKAB1;ATG12;VAMP7;TBC1D5;SNX14;VPS41;PLAA;PIK3C3;CHMP6;STAM2;ARL8B
GO_Biological_Process_2021,organelle assembly (GO:0070925),114/425,2.4704744827491188e-06,0.0004988936065804156,0,0,1.7066569054721838,22.034818531161648,UBXN2B;FNBP1L;CDC14A;CCDC28B;NEK1;VPS36;ATG3;IST1;STX7;TMOD2;RC3H1;RFX3;OCRL;ATG12;LZTFL1;RAB32;RUFY4;WDPCP;STAM2;CDS1;UNC119B;TSG101;FAM149B1;INTU;ARL6;TNKS;ARL3;TTBK2;STK36;G3BP1;NPHP3;ATP6V1D;PIBF1;ATG5;BBS2;VTA1;NEK7;HPS4;PRRC2C;DCDC2;RABL2B;PARVA;BBIP1;STAM;EIF2S1;MRPL22;TMEM231;IFT20;EHD2;SQLE;TMEM237;MKS1;CEP83;DZIP1;LSM14A;ATG2B;SPAG16;DDX3X;RPGR;RB1CC1;CHMP1A;TMEM107;BBS9;CEP290;BBS4;RAB8A;RAB8B;CFAP44;ACTR3;IQCB1;MKKS;RBM14;PDCD6IP;DBNL;EXOC8;VPS37A;HAUS5;HAUS2;PATL1;KIF27;RP2;GORASP2;CSDE1;EXOC4;EXOC6;PIK3C3;MAPRE3;CEP63;EXOC5;MAPRE1;CHMP6;IFT46;SSX2IP;CHMP7;EXOC2;EXOC1;RAB1A;VPS4B;FITM2;CENPC;IFT74;ARL13B;TMEM67;RAB23;TP53INP1;RPS3;UBQLN1;CFAP20;YTHDF2;WDR11;VMP1;TTC8;HYLS1;CEP41
GO_Biological_Process_2021,RNA splicing (GO:0008380),37/98,2.513902262612646e-06,0.0004988936065804156,0,0,2.8054564494157117,36.17264179396551,DBR1;SF3B2;GEMIN2;WBP4;WDR83;U2AF1;USP39;NOL3;PTBP1;SYNCRIP;RSRC1;MAGOH;DHX15;SF3B1;SMNDC1;SRSF10;SRSF11;IVNS1ABP;ZRSR2;MBNL1;NCBP1;SCAF11;NONO;LSM1;USB1;MAGOHB;SRRM1;SMU1;SFPQ;SNRNP40;LSM6;RRAGC;NOVA1;LUC7L3;RP9;SNRPA1;HNRNPC
GO_Biological_Process_2021,endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888),59/185,2.5864299880321088e-06,0.0004988936065804156,0,0,2.1706687794571757,27.92615747781185,PGAP1;GOLT1A;KDELR1;CTSZ;NRBP2;ACTR1A;TFG;TMED3;TMED4;RAB2A;TMED9;COG7;COG6;COG5;COG3;COG2;ANK2;BET1L;ARFGAP2;DYNC1LI1;F8;VAMP7;TRAPPC6B;ZW10;VAMP4;TRAPPC3L;RAB1A;COPA;SEC23A;SAR1A;STX17;SAR1B;COPB1;CUL3;DCTN4;GOSR2;USO1;KLHL12;TEX261;LMAN1;SCFD1;VTI1A;CD59;WHAMM;SEC31A;TRAPPC2;SEC24B;SEC24A;TRAPPC8;ARCN1;TMEM115;CAPZA1;TRIP11;COPG2;GOPC;COPG1;ACTR10;CNIH4;BET1
GO_Biological_Process_2021,protein localization to organelle (GO:0033365),48/142,3.62659674750754e-06,0.0006745469950364024,0,0,2.364398651135013,29.619332339955218,ROPN1B;MTCH2;RIPOR1;TRAM1;SYS1;DDX3X;FAM149B1;ARL6;DHX9;ARL3;DDX1;CCDC47;LRRK2;ARL1;XPA;YBX1;UBE2J2;TOR1AIP1;BICD2;SERP1;LAMP1;SIX4;TTC21B;LAMP2;BBS9;TRAM1L1;ATP6V1D;ZBTB7A;BBS4;CNTLN;BBS2;TUB;TIA1;COG7;TOR1A;SSB;COG3;RPA1;RPA2;ANK2;TOPORS;RAB33B;COL1A1;IFT20;LMBRD1;PIKFYVE;CNEP1R1;SCG3
GO_Biological_Process_2021,mitochondrion organization (GO:0007005),56/175,4.09087847101108e-06,0.0007346653474836448,0,0,2.180566003042308,27.05373905914037,ALAS1;LRRK2;MTFR1L;GABPB1;TFB1M;IMMP2L;CHCHD3;OPA1;AIFM2;AKT3;MTERF1;USP30;ATP7A;DNM1L;FBXO7;GABPA;MEF2A;TOMM70;BNIP3L;AGTPBP1;CLUH;MIGA1;PARP1;VPS13C;TOMM34;MUL1;SIRT5;TIMM23;HCFC1;RAB32;DNM3;SUPV3L1;TFAM;YME1L1;MTFR1;PRKN;TOMM40;ATP23;TIMM9;AFG1L;MIEF2;OMA1;MIEF1;MFF;MTM1;TRAK2;RHOT1;MFN1;ESRRA;PTCD2;MTX2;NUBPL;BNIP3;GDAP1;TMEM11;SLC25A36
